ID	Question	Verse_Code	KJV_Verse	ASV_Verse	YLT_Verse	WEB_Verse	Label
2029	What occupation did Priscilla have?	44018003	And because he was of the same craft he abode with them and wrought for by their occupation they were tentmakers 	and because he was of the same trade he abode with them and they wrought for by their trade they were tentmakers 	and because of being of the same craft he did remain with them and was working for they were tent makers as to craft 	and because he practiced the same trade he lived with them and worked for by trade they were tent makers 	1
2030	What occupation did Priscilla have?	44018001	After these things Paul departed from Athens and came to Corinth 	After these things he departed from Athens and came to Corinth 	And after these things Paul having departed out of Athens came to Corinth 	After these things Paul departed from Athens and came to Corinth 	0
2031	What occupation did Priscilla have?	44018002	And found a certain Jew named Aquila born in Pontus lately come from Italy with his wife Priscilla because that Claudius had commanded all Jews to depart from Rome and came unto them 	And he found a certain Jew named Aquila a man of Pontus by race lately come from Italy with his wife Priscilla because Claudius had commanded all the Jews to depart from Rome and he came unto them 	and having found a certain Jew by name Aquilas of Pontus by birth lately come from Italy and Priscilla his wife because of Claudius having directed all the Jews to depart out of Rome he came to them 	He found a certain Jew named Aquila a man of Pontus by race who had recently come from Italy with his wife Priscilla because Claudius had commanded all the Jews to depart from Rome He came to them 	0
2032	One title of God is El Shaddai which means what?	01017001	And when Abram was ninety years old and nine the LORD appeared to Abram and said unto him I am the Almighty God walk before me and be thou perfect 	And when Abram was ninety years old and nine Jehovah appeared to Abram and said unto him I am God Almighty walk before me and be thou perfect 	And Abram is a son of ninety and nine years and Jehovah appeareth unto Abram and saith unto him I am God Almighty walk habitually before Me and be thou perfect 	When Abram was ninety nine years old Yahweh appeared to Abram and said to him I am God Almighty Walk before me and be blameless 	1
2033	One title of God is El Shaddai which means what?	01017002	And I will make my covenant between me and thee and will multiply thee exceedingly 	And I will make my covenant between me and thee and will multiply thee exceedingly 	and I give My covenant between Me and thee and multiply thee very exceedingly 	I will make my covenant between me and you and will multiply you exceedingly 	0
2034	One title of God is El Shaddai which means what?	01017003	And Abram fell on his face and God talked with him saying 	And Abram fell on his face and God talked with him saying 	And Abram falleth upon his face and God speaketh with him saying 	Abram fell on his face God talked with him saying 	0
2035	What is the seventh commandment?	02020014	Thou shalt not commit adultery 	Thou shalt not commit adultery 	 Thou dost not commit adultery 	 You shall not commit adultery 	1
2036	What is the seventh commandment?	02020012	Honor thy father and thy mother that thy days may be long upon the land which the LORD thy God giveth thee 	Honor thy father and thy mother that thy days may be long in the land which Jehovah thy God giveth thee 	 Honour thy father and thy mother so that thy days are prolonged on the ground which Jehovah thy God is giving to thee 	 Honor your father and your mother that your days may be long in the land which Yahweh your God gives you 	0
2037	What is the seventh commandment?	02020013	Thou shalt not kill 	Thou shalt not kill 	 Thou dost not murder 	 You shall not murder 	0
2038	How many cities of refuge were on the east side of Jordan?	05004041	Then Moses severed three cities on this side Jordan toward the sunrising 	Then Moses set apart three cities beyond the Jordan toward the sunrising 	Then Moses separateth three cities beyond the Jordan towards the sun rising 	Then Moses set apart three cities beyond the Jordan toward the sunrise 	1
2039	How many cities of refuge were on the east side of Jordan?	05004039	Know therefore this day and consider it in thine heart that the LORD he is God in heaven above and upon the earth beneath there is none else 	Know therefore this day and lay it to thy heart that Jehovah he is God in heaven above and upon the earth beneath there is none else 	 And thou hast known to day and hast turned it back unto thy heart that Jehovah He is God in the heavens above and on the earth beneath there is none else 	Know therefore this day and lay it to your heart that Yahweh he is God in heaven above and on the earth beneath there is none else 	0
2040	How many cities of refuge were on the east side of Jordan?	05004040	Thou shalt keep therefore his statutes and his commandments which I command thee this day that it may go well with thee and with thy children after thee and that thou mayest prolong thy days upon the earth which the LORD thy God giveth thee for ever 	And thou shalt keep his statutes and his commandments which I command thee this day that it may go well with thee and with thy children after thee and that thou mayest prolong thy days in the land which Jehovah thy God giveth thee for ever 	and thou hast kept His statutes and His commands which I am commanding thee to day so that it is well to thee and to thy sons after thee and so that thou prolongest days on the ground which Jehovah thy God is giving to thee all the days 	You shall keep his statutes and his commandments which I command you this day that it may go well with you and with your children after you and that you may prolong your days in the land which Yahweh your God gives you forever 	0
2041	What was the name of Joseph's (son of Jacob) first born son?	01041051	And Joseph called the name of the firstborn Manasseh For God said he hath made me forget all my toil and all my father s house 	And Joseph called the name of the first born Manasseh For said he God hath made me forget all my toil and all my father s house 	and Joseph calleth the name of the first born Manasseh for God hath made me to forget all my labour and all the house of my father 	Joseph called the name of the firstborn Manasseh Manasseh sounds like the Hebrew for forget For he said God has made me forget all my toil and all my father s house 	1
2042	What was the name of Joseph's (son of Jacob) first born son?	01041049	And Joseph gathered corn as the sand of the sea very much until he left numbering for it was without number 	And Joseph laid up grain as the sand of the sea very much until he left off numbering for it was without number 	and Joseph gathereth corn as sand of the sea multiplying exceedingly until that he hath ceased to number for there is no number 	Joseph laid up grain as the sand of the sea very much until he stopped counting for it was without number 	0
2043	What was the name of Joseph's (son of Jacob) first born son?	01041050	And unto Joseph were born two sons before the years of famine came which Asenath the daughter of Potipherah priest of On bare unto him 	And unto Joseph were born two sons before the year of famine came whom Asenath the daughter of Potiphera priest of On bare unto him 	And to Joseph were born two sons before the year of famine cometh whom Asenath daughter of Poti Pherah priest of On hath borne to him 	To Joseph were born two sons before the year of famine came whom Asenath the daughter of Potiphera priest of On bore to him 	0
2044	According to the Bible what sort of man was Noah?	01006009	These are the generations of Noah Noah was a just man and perfect in his generations and Noah walked with God 	These are the generations of Noah Noah was a righteous man and perfect in his generations Noah walked with God 	These are births of Noah Noah is a righteous man perfect he hath been among his generations with God hath Noah walked habitually 	This is the history of the generations of Noah Noah was a righteous man blameless among the people of his time Noah walked with God 	1
2045	According to the Bible what sort of man was Noah?	01006007	And the LORD said I will destroy man whom I have created from the face of the earth both man and beast and the creeping thing and the fowls of the air for it repenteth me that I have made them 	And Jehovah said I will destroy man whom I have created from the face of the ground both man and beast and creeping things and birds of the heavens for it repenteth me that I have made them 	And Jehovah saith I wipe away man whom I have prepared from off the face of the ground from man unto beast unto creeping thing and unto fowl of the heavens for I have repented that I have made them 	Yahweh said I will destroy man whom I have created from the surface of the ground man along with animals creeping things and birds of the sky for I am sorry that I have made them 	0
2046	According to the Bible what sort of man was Noah?	01006008	But Noah found grace in the eyes of the LORD 	But Noah found favor in the eyes of Jehovah 	And Noah found grace in the eyes of Jehovah 	But Noah found favor in Yahweh s eyes 	0
2047	How many tribes inherited land on the east of Jordan?	06018007	But the Levites have no part among you for the priesthood of the LORD is their inheritance and Gad and Reuben and half the tribe of Manasseh have received their inheritance beyond Jordan on the east which Moses the servant of the LORD gave them 	For the Levites have no portion among you for the priesthood of Jehovah is their inheritance and Gad and Reuben and the half tribe of Manasseh have received their inheritance beyond the Jordan eastward which Moses the servant of Jehovah gave them 	for there is no portion to the Levites in your midst for the priesthood of Jehovah is their inheritance and Gad and Reuben and the half of the tribe of Manasseh received their inheritance beyond the Jordan eastward which Moses servant of Jehovah gave to them 	For the Levites have no portion among you for the priesthood of Yahweh is their inheritance and Gad and Reuben and the half tribe of Manasseh have received their inheritance beyond the Jordan eastward which Moses the servant of Yahweh gave them 	1
2048	How many tribes inherited land on the east of Jordan?	06018005	And they shall divide it into seven parts Judah shall abide in their coast on the south and the house of Joseph shall abide in their coasts on the north 	And they shall divide it into seven portions Judah shall abide in his border on the south and the house of Joseph shall abide in their border on the north 	and they have divided it into seven portions Judah doth stay by its border on the south and the house of Joseph do stay by their border on the north 	They shall divide it into seven portions Judah shall abide in his border on the south and the house of Joseph shall abide in their border on the north 	0
2049	How many tribes inherited land on the east of Jordan?	06018006	Ye shall therefore describe the land into seven parts and bring the description hither to me that I may cast lots for you here before the LORD our God 	And ye shall describe the land into seven portions and bring the description hither to me and I will cast lots for you here before Jehovah our God 	and ye describe the land in seven portions and have brought it in unto me hither and I have cast for you a lot here before Jehovah our God 	You shall describe the land into seven portions and bring the description here to me and I will cast lots for you here before Yahweh our God 	0
2050	What relation was Lois to Timothy?	55001005	When I call to remembrance the unfeigned faith that is in thee which dwelt first in thy grandmother Lois and thy mother Eunice and I am persuaded that in thee also 	having been reminded of the unfeigned faith that is in thee which dwelt first in thy grandmother Lois and thy mother Eunice and I am persuaded in thee also 	taking remembrance of the unfeigned faith that is in thee that dwelt first in thy grandmother Lois and thy mother Eunice and I am persuaded that also in thee 	having been reminded of the unfeigned faith that is in you which lived first in your grandmother Lois and your mother Eunice and I am persuaded in you also 	1
2051	What relation was Lois to Timothy?	55001003	I thank God whom I serve from my forefathers with pure conscience that without ceasing I have remembrance of thee in my prayers night and day 	I thank God whom I serve from my forefathers in a pure conscience how unceasing is my remembrance of thee in my supplications night and day	I am thankful to God whom I serve from progenitors in a pure conscience that unceasingly I have remembrance concerning thee in my supplications night and day 	I thank God whom I serve as my forefathers did with a pure conscience How unceasing is my memory of you in my petitions night and day	0
2052	What relation was Lois to Timothy?	55001004	Greatly desiring to see thee being mindful of thy tears that I may be filled with joy 	longing to see thee remembering thy tears that I may be filled with joy 	desiring greatly to see thee being mindful of thy tears that with joy I may be filled 	longing to see you remembering your tears that I may be filled with joy 	0
2053	In the parable of the Good Samaritan what did the Levite do when he passed by the robbed man?	42010032	And likewise a Levite when he was at the place came and looked on him and passed by on the other side 	And in like manner a Levite also when he came to the place and saw him passed by on the other side 	and in like manner also a Levite having been about the place having come and seen passed over on the opposite side 	In the same way a Levite also when he came to the place and saw him passed by on the other side 	1
2054	In the parable of the Good Samaritan what did the Levite do when he passed by the robbed man?	42010030	And Jesus answering said A certain man went down from Jerusalem to Jericho and fell among thieves which stripped him of his raiment and wounded him and departed leaving him half dead 	Jesus made answer and said A certain man was going down from Jerusalem to Jericho and he fell among robbers who both stripped him and beat him and departed leaving him half dead 	and Jesus having taken up the word said A certain man was going down from Jerusalem to Jericho and fell among robbers and having stripped him and inflicted blows they went away leaving him half dead 	Jesus answered A certain man was going down from Jerusalem to Jericho and he fell among robbers who both stripped him and beat him and departed leaving him half dead 	0
2055	In the parable of the Good Samaritan what did the Levite do when he passed by the robbed man?	42010031	And by chance there came down a certain priest that way and when he saw him he passed by on the other side 	And by chance a certain priest was going down that way and when he saw him he passed by on the other side 	 And by a coincidence a certain priest was going down in that way and having seen him he passed over on the opposite side 	By chance a certain priest was going down that way When he saw him he passed by on the other side 	0
2056	What does Lydia of the city of Thyatira sell?	44016014	And a certain woman named Lydia a seller of purple of the city of Thyatira which worshipped God heard us whose heart the Lord opened that she attended unto the things which were spoken of Paul 	And a certain woman named Lydia a seller of purple of the city of Thyatira one that worshipped God heard us whose heart the Lord opened to give heed unto the things which were spoken by Paul 	and a certain woman by name Lydia a seller of purple of the city of Thyatira worshipping God was hearing whose heart the Lord did open to attend to the things spoken by Paul 	A certain woman named Lydia a seller of purple of the city of Thyatira one who worshiped God heard us whose heart the Lord opened to listen to the things which were spoken by Paul 	1
2057	What does Lydia of the city of Thyatira sell?	44016012	And from thence to Philippi which is the chief city of that part of Macedonia and a colony and we were in that city abiding certain days 	and from thence to Philippi which is a city of Macedonia the first of the district a Roman colony and we were in this city tarrying certain days 	thence also to Philippi which is a principal city of the part of Macedonia a colony And we were in this city abiding certain days 	and from there to Philippi which is a city of Macedonia the foremost of the district a Roman colony We were staying some days in this city 	0
2058	What does Lydia of the city of Thyatira sell?	44016013	And on the sabbath we went out of the city by a river side where prayer was wont to be made and we sat down and spake unto the women which resorted thither 	And on the sabbath day we went forth without the gate by a river side where we supposed there was a place of prayer and we sat down and spake unto the women that were come together 	on the sabbath day also we went forth outside of the city by a river where there used to be prayer and having sat down we were speaking to the women who came together 	On the Sabbath day we went forth outside of the city by a riverside where we supposed there was a place of prayer and we sat down and spoke to the women who had come together 	0
2059	Who did the elders of Gilead ask to be their leader against the Ammonites?	07011008	And the elders of Gilead said unto Jephthah Therefore we turn again to thee now that thou mayest go with us and fight against the children of Ammon and be our head over all the inhabitants of Gilead 	And the elders of Gilead said unto Jephthah Therefore are we turned again to thee now that thou mayest go with us and fight with the children of Ammon and thou shalt be our head over all the inhabitants of Gilead 	and the elders of Gilead say unto Jephthah Therefore now we have turned back unto thee and thou hast gone with us and fought against the Bene Ammon and thou hast been to us for head to all the inhabitants of Gilead 	The elders of Gilead said to Jephthah Therefore are we turned again to you now that you may go with us and fight with the children of Ammon and you shall be our head over all the inhabitants of Gilead 	1
2060	Who did the elders of Gilead ask to be their leader against the Ammonites?	07011006	And they said unto Jephthah Come and be our captain that we may fight with the children of Ammon 	and they said unto Jephthah Come and be our chief that we may fight with the children of Ammon 	and they say unto Jephthah Come and thou hast been to us for captain and we fight against the Bene Ammon 	and they said to Jephthah Come and be our chief that we may fight with the children of Ammon 	0
2061	Who did the elders of Gilead ask to be their leader against the Ammonites?	07011007	And Jephthah said unto the elders of Gilead Did not ye hate me and expel me out of my father s house and why are ye come unto me now when ye are in distress 	And Jephthah said unto the elders of Gilead Did not ye hate me and drive me out of my father s house and why are ye come unto me now when ye are in distress 	And Jephthah saith to the elders of Gilead Have not ye hated me and ye cast me out from the house of my father and wherefore have ye come unto me now when ye are in distress 	Jephthah said to the elders of Gilead Didn t you hate me and drive me out of my father s house and why are you come to me now when you are in distress 	0
2062	What was the name of the prophet who prophesied that Paul would be bound at Jerusalem?	44021010	And as we tarried there many days there came down from Judaea a certain prophet named Agabus 	And as we tarried there some days there came down from Judaea a certain prophet named Agabus 	And we remaining many more days there came down a certain one from Judea a prophet by name Agabus 	As we stayed there some days a certain prophet named Agabus came down from Judea 	1
2063	What was the name of the prophet who prophesied that Paul would be bound at Jerusalem?	44021008	And the next day we that were of Paul s company departed and came unto Caesarea and we entered into the house of Philip the evangelist which was one of the seven and abode with him 	And on the morrow we departed and came unto Caesarea and entering into the house of Philip the evangelist who was one of the seven we abode with him 	and on the morrow Paul and his company having gone forth we came to Cesarea and having entered into the house of Philip the evangelist who is of the seven we remained with him 	On the next day we who were Paul s companions departed and came to Caesarea We entered into the house of Philip the evangelist who was one of the seven and stayed with him 	0
2064	What was the name of the prophet who prophesied that Paul would be bound at Jerusalem?	44021009	And the same man had four daughters virgins which did prophesy 	Now this man had four virgin daughters who prophesied 	and this one had four daughters virgins prophesying 	Now this man had four virgin daughters who prophesied 	0
2065	How did King Zimri commit suicide?	11016018	And it came to pass when Zimri saw that the city was taken that he went into the palace of the king s house and burnt the king s house over him with fire and died 	And it came to pass when Zimri saw that the city was taken that he went into the castle of the king s house and burnt the king s house over him with fire and died 	And it cometh to pass at Zimri s seeing that the city hath been captured that he cometh in unto a high place of the house of the king and burneth over him the house of the king with fire and dieth 	It happened when Zimri saw that the city was taken that he went into the castle of the king s house and burnt the king s house over him with fire and died 	1
2066	How did King Zimri commit suicide?	11016016	And the people that were encamped heard say Zimri hath conspired and hath also slain the king wherefore all Israel made Omri the captain of the host king over Israel that day in the camp 	And the people that were encamped heard say Zimri hath conspired and hath also smitten the king wherefore all Israel made Omri the captain of the host king over Israel that day in the camp 	and the people who are encamping hear saying Zimri hath conspired and also hath smitten the king and all Israel cause Omri head of the host to reign over Israel on that day in the camp 	The people who were encamped heard say Zimri has conspired and has also struck the king therefore all Israel made Omri the captain of the host king over Israel that day in the camp 	0
2067	How did King Zimri commit suicide?	11016017	And Omri went up from Gibbethon and all Israel with him and they besieged Tirzah 	And Omri went up from Gibbethon and all Israel with him and they besieged Tirzah 	And Omri goeth up and all Israel with him from Gibbethon and they lay siege to Tirzah 	Omri went up from Gibbethon and all Israel with him and they besieged Tirzah 	0
2068	In the parable of the laborers in the vineyard how much was each person paid to work?	40020002	And when he had agreed with the labourers for a penny a day he sent them into his vineyard 	And when he had agreed with the laborers for a shilling a day he sent them into his vineyard 	and having agreed with the workmen for a denary a day he sent them into his vineyard 	When he had agreed with the laborers for a denarius A denarius is a silver Roman coin worth 1 25th of a Roman aureus This was a common wage for a day of farm labor a day he sent them into his vineyard 	1
2069	In the parable of the laborers in the vineyard how much was each person paid to work?	40020003	And he went out about the third hour and saw others standing idle in the marketplace 	And he went out about the third hour and saw others standing in the marketplace idle 	 And having gone forth about the third hour he saw others standing in the market place idle 	He went out about the third hour Time was measured from sunrise to sunset so the third hour would be about 9 00 AM and saw others standing idle in the marketplace 	0
2070	In the parable of the laborers in the vineyard how much was each person paid to work?	40020004	And said unto them Go ye also into the vineyard and whatsoever is right I will give you And they went their way 	and to them he said Go ye also into the vineyard and whatsoever is right I will give you And they went their way 	and to these he said Go ye also ye to the vineyard and whatever may be righteous I will give you 	To them he said You also go into the vineyard and whatever is right I will give you So they went their way 	0
2071	Whose wife went into labor and gave birth on hearing the news that the Ark of God was captured and that her father-in-law and husband were dead?	09004019	And his daughter in law Phinehas wife was with child near to be delivered and when she heard the tidings that the ark of God was taken and that her father in law and her husband were dead she bowed herself and travailed for her pains came upon her 	And his daughter in law Phinehas wife was with child near to be delivered and when she heard the tidings that the ark of God was taken and that her father in law and her husband were dead she bowed herself and brought forth for her pains came upon her 	And his daughter in law wife of Phinehas is pregnant about to bear and she heareth the report of the taking of the ark of God that her father in law and her husband have died and she boweth and beareth for her pains have turned upon her 	His daughter in law Phinehas wife was with child near to be delivered and when she heard the news that the ark of God was taken and that her father in law and her husband were dead she bowed herself and brought forth for her pains came on her 	1
2072	Whose wife went into labor and gave birth on hearing the news that the Ark of God was captured and that her father-in-law and husband were dead?	09004017	And the messenger answered and said Israel is fled before the Philistines and there hath been also a great slaughter among the people and thy two sons also Hophni and Phinehas are dead and the ark of God is taken 	And he that brought the tidings answered and said Israel is fled before the Philistines and there hath been also a great slaughter among the people and thy two sons also Hophni and Phinehas are dead and the ark of God is taken 	And he who is bearing tidings answereth and saith Israel hath fled before the Philistines and also a great slaughter hath been among the people and also thy two sons have died Hophni and Phinehas and the ark of God hath been captured 	He who brought the news answered Israel is fled before the Philistines and there has been also a great slaughter among the people and your two sons also Hophni and Phinehas are dead and the ark of God is taken 	0
2073	Whose wife went into labor and gave birth on hearing the news that the Ark of God was captured and that her father-in-law and husband were dead?	09004018	And it came to pass when he made mention of the ark of God that he fell from off the seat backward by the side of the gate and his neck brake and he died for he was an old man and heavy And he had judged Israel forty years 	And it came to pass when he made mention of the ark of God that Eli feel from off his seat backward by the side of the gate and his neck brake and he died for he was an old man and heavy And he had judged Israel forty years 	And it cometh to pass at his mentioning the ark of God that he falleth from off the throne backward by the side of the gate and his neck is broken and he dieth for the man is old and heavy and he hath judged Israel forty years 	It happened when he made mention of the ark of God that Eli fell from off his seat backward by the side of the gate and his neck broke and he died for he was an old man and heavy He had judged Israel forty years 	0
2074	In Luke's account of the Beatitudes who does Jesus say the Kingdom of God belongs to?	42006020	And he lifted up his eyes on his disciples and said Blessed be ye poor for yours is the kingdom of God 	And he lifted up his eyes on his disciples and said Blessed are ye poor for yours is the kingdom of God 	And he having lifted up his eyes to his disciples said Happy the poor because yours is the reign of God 	He lifted up his eyes to his disciples and said Blessed are you who are poor For yours is the Kingdom of God 	1
2075	In Luke's account of the Beatitudes who does Jesus say the Kingdom of God belongs to?	42006018	And they that were vexed with unclean spirits and they were healed 	and they that were troubled with unclean spirits were healed 	and those harassed by unclean spirits and they were healed 	as well as those who were troubled by unclean spirits and they were being healed 	0
2076	In Luke's account of the Beatitudes who does Jesus say the Kingdom of God belongs to?	42006019	And the whole multitude sought to touch him for there went virtue out of him and healed them all 	And all the multitude sought to touch him for power came forth from him and healed them all 	and all the multitude were seeking to touch him because power from him was going forth and he was healing all 	All the multitude sought to touch him for power came out from him and healed them all 	0
2077	For what reason did Isaac say he loved Esau?	01025028	And Isaac loved Esau because he did eat of his venison but Rebekah loved Jacob 	Now Isaac loved Esau because he did eat of his venison And Rebekah loved Jacob 	and Isaac loveth Esau for his hunting is in his mouth and Rebekah is loving Jacob 	Now Isaac loved Esau because he ate his venison Rebekah loved Jacob 	1
2078	For what reason did Isaac say he loved Esau?	01025026	And after that came his brother out and his hand took hold on Esau s heel and his name was called Jacob and Isaac was threescore years old when she bare them 	And after that came forth his brother and his hand had hold on Esau s heel And his name was called Jacob And Isaac was threescore years old when she bare them 	and afterwards hath his brother come out and his hand is taking hold on Esau s heel and one calleth his name Jacob and Isaac is a son of sixty years in her bearing them 	After that his brother came out and his hand had hold on Esau s heel He was named Jacob Isaac was sixty years old when she bore them 	0
2079	For what reason did Isaac say he loved Esau?	01025027	And the boys grew and Esau was a cunning hunter a man of the field and Jacob was a plain man dwelling in tents 	And the boys grew And Esau was a skilful hunter a man of the field And Jacob was a quiet man dwelling in tents 	And the youths grew and Esau is a man acquainted with hunting a man of the field and Jacob is a plain man inhabiting tents 	The boys grew Esau was a skillful hunter a man of the field Jacob was a quiet man living in tents 	0
2080	In the ritual cleansing of a leper under the Law of Moses which animals were to be offered on the eighth day?	03014010	And on the eighth day he shall take two he lambs without blemish and one ewe lamb of the first year without blemish and three tenth deals of fine flour for a meat offering mingled with oil and one log of oil 	And on the eighth day he shall take two he lambs without blemish and one ewe lamb a year old without blemish and three tenth parts of an ephah of fine flour for a meal offering mingled with oil and one log of oil 	 And on the eighth day he taketh two lambs perfect ones and one ewe lamb daughter of a year a perfect one and three tenth deals of flour for a present mixed with oil and one log of oil 	 On the eighth day he shall take two male lambs without blemish and one ewe lamb a year old without blemish and three tenths of an ephah of fine flour for a meal offering mingled with oil and one log of oil 	1
2081	In the ritual cleansing of a leper under the Law of Moses which animals were to be offered on the eighth day?	03014008	And he that is to be cleansed shall wash his clothes and shave off all his hair and wash himself in water that he may be clean and after that he shall come into the camp and shall tarry abroad out of his tent seven days 	And he that is to be cleansed shall wash his clothes and shave off all his hair and bathe himself in water and he shall be clean and after that he shall come into the camp but shall dwell outside his tent seven days 	 And he who is to be cleansed hath washed his garments and hath shaved all his hair and hath bathed with water and hath been clean and afterwards he doth come in unto the camp and hath dwelt at the outside of his tent seven days 	 He who is to be cleansed shall wash his clothes and shave off all his hair and bathe himself in water and he shall be clean After that he shall come into the camp but shall dwell outside his tent seven days 	0
2082	In the ritual cleansing of a leper under the Law of Moses which animals were to be offered on the eighth day?	03014009	But it shall be on the seventh day that he shall shave all his hair off his head and his beard and his eyebrows even all his hair he shall shave off and he shall wash his clothes also he shall wash his flesh in water and he shall be clean 	And it shall be on the seventh day that he shall shave all his hair off his head and his beard and his eyebrows even all his hair he shall shave off and he shall wash his clothes and he shall bathe his flesh in water and he shall be clean 	 And it hath been on the seventh day he shaveth all his hair his head and his beard and his eyebrows even all his hair he doth shave and he hath washed his garments and hath bathed his flesh with water and hath been clean 	It shall be on the seventh day that he shall shave all his hair off his head and his beard and his eyebrows even all his hair he shall shave off He shall wash his clothes and he shall bathe his body in water then he shall be clean 	0
2083	"Who should you ""withdraw from"" according to the epistles of Thessalonians?"	53003006	Now we command you brethren in the name of our Lord Jesus Christ that ye withdraw yourselves from every brother that walketh disorderly and not after the tradition which he received of us 	Now we command you brethren in the name of our Lord Jesus Christ that ye withdraw yourselves from every brother that walketh disorderly and not after the tradition which they received of us 	And we command you brethren in the name of our Lord Jesus Christ to withdraw yourselves from every brother disorderly walking and not after the deliverance that ye received from us 	Now we command you brothers in the name of our Lord Jesus Christ that you withdraw yourselves from every brother who walks in rebellion and not after the tradition which they received from us 	1
2084	"Who should you ""withdraw from"" according to the epistles of Thessalonians?"	53003004	And we have confidence in the Lord touching you that ye both do and will do the things which we command you 	And we have confidence in the Lord touching you that ye both do and will do the things which we command 	and we have confidence in the Lord touching you that the things that we command you ye both do and will do 	We have confidence in the Lord concerning you that you both do and will do the things we command 	0
2085	"Who should you ""withdraw from"" according to the epistles of Thessalonians?"	53003005	And the Lord direct your hearts into the love of God and into the patient waiting for Christ 	And the Lord direct your hearts into the love of God and into the patience of Christ 	and the Lord direct your hearts to the love of God and to the endurance of the Christ 	May the Lord direct your hearts into the love of God and into the patience of Christ 	0
2086	How was the earth watered initially before rain?	01002006	But there went up a mist from the earth and watered the whole face of the ground 	but there went up a mist from the earth and watered the whole face of the ground 	and a mist goeth up from the earth and hath watered the whole face of the ground 	but a mist went up from the earth and watered the whole surface of the ground 	1
2087	How was the earth watered initially before rain?	01002004	These are the generations of the heavens and of the earth when they were created in the day that the LORD God made the earth and the heavens 	These are the generations of the heavens and of the earth when they were created in the day that Jehovah God made earth and heaven 	These are births of the heavens and of the earth in their being prepared in the day of Jehovah God s making earth and heavens 	This is the history of the generations of the heavens and of the earth when they were created in the day that Yahweh God made earth and the heavens 	0
2088	How was the earth watered initially before rain?	01002005	And every plant of the field before it was in the earth and every herb of the field before it grew for the LORD God had not caused it to rain upon the earth and there was not a man to till the ground 	And no plant of the field was yet in the earth and no herb of the field had yet sprung up for Jehovah God had not caused it to rain upon the earth and there was not a man to till the ground 	and no shrub of the field is yet in the earth and no herb of the field yet sprouteth for Jehovah God hath not rained upon the earth and a man there is not to serve the ground 	No plant of the field was yet in the earth and no herb of the field had yet sprung up for Yahweh God had not caused it to rain on the earth There was not a man to till the ground 	0
2089	What proportion of his goods did Zacchaeus give away to the poor?	42019008	And Zacchaeus stood and said unto the Lord Behold Lord the half of my goods I give to the poor and if I have taken any thing from any man by false accusation I restore him fourfold 	And Zacchaeus stood and said unto the Lord Behold Lord the half of my goods I give to the poor and if I have wrongfully exacted aught of any man I restore fourfold 	And Zaccheus having stood said unto the Lord Lo the half of my goods sir I give to the poor and if of any one anything I did take by false accusation I give back fourfold 	Zacchaeus stood and said to the Lord Behold Lord half of my goods I give to the poor If I have wrongfully exacted anything of anyone I restore four times as much 	1
2090	What proportion of his goods did Zacchaeus give away to the poor?	42019006	And he made haste and came down and received him joyfully 	And he made haste and came down and received him joyfully 	and he having hastened did come down and did receive him rejoicing 	He hurried came down and received him joyfully 	0
2091	What proportion of his goods did Zacchaeus give away to the poor?	42019007	And when they saw it they all murmured saying That he was gone to be guest with a man that is a sinner 	And when they saw it they all murmured saying He is gone in to lodge with a man that is a sinner 	and having seen it they were all murmuring saying With a sinful man he went in to lodge 	When they saw it they all murmured saying He has gone in to lodge with a man who is a sinner 	0
2092	How old was Anna the prophetess when she saw Jesus?	42002037	And she was a widow of about fourscore and four years which departed not from the temple but served God with fastings and prayers night and day 	and she had been a widow even unto fourscore and four years who departed not from the temple worshipping with fastings and supplications night and day 	and she is a widow of about eighty four years who did depart not from the temple with fasts and supplications serving night and day 	and she had been a widow for about eighty four years who didn t depart from the temple worshipping with fastings and petitions night and day 	1
2093	How old was Anna the prophetess when she saw Jesus?	42002035	 Yea a sword shall pierce through thy own soul also that the thoughts of many hearts may be revealed 	yea and a sword shall pierce through thine own soul that thoughts out of many hearts may be revealed 	 and also thine own soul shall a sword pass through that the reasonings of many hearts may be revealed 	Yes a sword will pierce through your own soul that the thoughts of many hearts may be revealed 	0
2094	How old was Anna the prophetess when she saw Jesus?	42002036	And there was one Anna a prophetess the daughter of Phanuel of the tribe of Aser she was of a great age and had lived with an husband seven years from her virginity 	And there was one Anna a prophetess the daughter of Phanuel of the tribe of Asher she was of a great age having lived with a husband seven years from her virginity 	And there was Anna a prophetess daughter of Phanuel of the tribe of Asher she was much advanced in days having lived with an husband seven years from her virginity 	There was one Anna a prophetess the daughter of Phanuel of the tribe of Asher she was of a great age having lived with a husband seven years from her virginity 	0
2095	What did Rachel steal from her father Laban when she left home with her husband Jacob?	01031019	And Laban went to shear his sheep and Rachel had stolen the images that were her father s 	Now Laban was gone to shear his sheep and Rachel stole the teraphim that were her father s 	And Laban hath gone to shear his flock and Rachel stealeth the teraphim which her father hath 	Now Laban had gone to shear his sheep and Rachel stole the teraphim teraphim were household idols that may have been associated with inheritance rights to the household property that were her father s 	1
2096	What did Rachel steal from her father Laban when she left home with her husband Jacob?	01031017	Then Jacob rose up and set his sons and his wives upon camels 	Then Jacob rose up and set his sons and his wives upon the camels 	And Jacob riseth and lifteth up his sons and his wives on the camels 	Then Jacob rose up and set his sons and his wives on the camels 	0
