ID	Question	Verse_Code	KJV_Verse	ASV_Verse	YLT_Verse	WEB_Verse	Label
1001	When Peter was asked if Jesus paid temple taxes what animal concealed a coin with which to pay the taxes?	40017025	He saith Yes And when he was come into the house Jesus prevented him saying What thinkest thou Simon of whom do the kings of the earth take custom or tribute of their own children or of strangers 	He saith Yea And when he came into the house Jesus spake first to him saying What thinkest thou Simon the kings of the earth from whom do they receive toll or tribute from their sons or from strangers 	And when he came into the house Jesus anticipated him saying What thinkest thou Simon the kings of the earth from whom do they receive custom or poll tax from their sons or from the strangers 	He said Yes When he came into the house Jesus anticipated him saying What do you think Simon From whom do the kings of the earth receive toll or tribute From their children or from strangers 	0
1002	When Peter was asked if Jesus paid temple taxes what animal concealed a coin with which to pay the taxes?	40017026	Peter saith unto him Of strangers Jesus saith unto him Then are the children free 	And when he said From strangers Jesus said unto him Therefore the sons are free 	Peter saith to him From the strangers Jesus said to him Then are the sons free 	Peter said to him From strangers Jesus said to him Therefore the children are exempt 	0
1003	What did God initially give man to eat?	01002016	And the LORD God commanded the man saying Of every tree of the garden thou mayest freely eat 	And Jehovah God commanded the man saying Of every tree of the garden thou mayest freely eat 	And Jehovah God layeth a charge on the man saying Of every tree of the garden eating thou dost eat 	Yahweh God commanded the man saying Of every tree of the garden you may freely eat 	1
1004	What did God initially give man to eat?	01002014	And the name of the third river is Hiddekel that is it which goeth toward the east of Assyria And the fourth river is Euphrates 	And the name of the third river is Hiddekel that is it which goeth in front of Assyria And the fourth river is the Euphrates 	and the name of the third river is Hiddekel it is that which is going east of Asshur and the fourth river is Phrat 	The name of the third river is Hiddekel this is the one which flows in front of Assyria The fourth river is the Euphrates 	0
1005	What did God initially give man to eat?	01002015	And the LORD God took the man and put him into the garden of Eden to dress it and to keep it 	And Jehovah God took the man and put him into the garden of Eden to dress it and to keep it 	And Jehovah God taketh the man and causeth him to rest in the garden of Eden to serve it and to keep it 	Yahweh God took the man and put him into the garden of Eden to dress it and to keep it 	0
1006	Which city did David pray for the peace of?	19122006	Pray for the peace of Jerusalem they shall prosper that love thee 	Pray for the peace of Jerusalem They shall prosper that love thee 	Ask ye the peace of Jerusalem At rest are those loving thee 	Pray for the peace of Jerusalem Those who love you will prosper 	1
1007	Which city did David pray for the peace of?	19122004	Whither the tribes go up the tribes of the LORD unto the testimony of Israel to give thanks unto the name of the LORD 	Whither the tribes go up even the tribes of Jehovah For an ordinance for Israel To give thanks unto the name of Jehovah 	For thither have tribes gone up Tribes of Jah companies of Israel To give thanks to the name of Jehovah 	Where the tribes go up even Yah s tribes According to an ordinance for Israel To give thanks to the name of Yahweh 	0
1008	Which city did David pray for the peace of?	19122005	For there are set thrones of judgment the thrones of the house of David 	For there are set thrones for judgment The thrones of the house of David 	For there have sat thrones of judgment Thrones of the house of David 	For there are set thrones for judgment The thrones of David s house 	0
1009	What did the crew of the ship Jonah was on do once the storm had ceased?	32001016	Then the men feared the LORD exceedingly and offered a sacrifice unto the LORD and made vows 	Then the men feared Jehovah exceedingly and they offered a sacrifice unto Jehovah and made vows 	and the men fear Jehovah a great fear and sacrifice a sacrifice to Jehovah and vow vows 	Then the men feared Yahweh exceedingly and they offered a sacrifice to Yahweh and made vows 	1
1010	What did the crew of the ship Jonah was on do once the storm had ceased?	32001014	Wherefore they cried unto the LORD and said We beseech thee O LORD we beseech thee let us not perish for this man s life and lay not upon us innocent blood for thou O LORD hast done as it pleased thee 	Wherefore they cried unto Jehovah and said We beseech thee O Jehovah we beseech thee let us not perish for this man s life and lay not upon us innocent blood for thou O Jehovah hast done as it pleased thee 	And they cry unto Jehovah and say We pray Thee O Jehovah let us not we pray Thee perish for this man s life and do not lay on us innocent blood for Thou Jehovah as Thou hast pleased Thou hast done 	Therefore they cried to Yahweh and said We beg you Yahweh we beg you let us not perish for this man s life and don t lay on us innocent blood for you Yahweh have done as it pleased you 	0
1011	What did the crew of the ship Jonah was on do once the storm had ceased?	32001015	So they look up Jonah and cast him forth into the sea and the sea ceased from her raging 	So they took up Jonah and cast him forth into the sea and the sea ceased from its raging 	And they lift up Jonah and cast him into the sea and the sea ceaseth from its raging 	So they took up Jonah and threw him into the sea and the sea ceased its raging 	0
1012	How many people were saved in the ark?	60003020	Which sometime were disobedient when once the longsuffering of God waited in the days of Noah while the ark was a preparing wherein few that is eight souls were saved by water 	that aforetime were disobedient when the longsuffering of God waited in the days of Noah while the ark was a preparing wherein few that is eight souls were saved through water 	who sometime disbelieved when once the long suffering of God did wait in days of Noah an ark being preparing in which few that is eight souls were saved through water 	who before were disobedient when God waited patiently in the days of Noah while the ark was being built In it few that is eight souls were saved through water 	1
1013	How many people were saved in the ark?	60003018	For Christ also hath once suffered for sins the just for the unjust that he might bring us to God being put to death in the flesh but quickened by the Spirit 	Because Christ also suffered for sins once the righteous for the unrighteous that he might bring us to God being put to death in the flesh but made alive in the spirit 	because also Christ once for sin did suffer righteous for unrighteous that he might lead us to God having been put to death indeed in the flesh and having been made alive in the spirit 	Because Christ also suffered for sins once the righteous for the unrighteous that he might bring you to God being put to death in the flesh but made alive in the spirit 	0
1014	How many people were saved in the ark?	60003019	By which also he went and preached unto the spirits in prison 	in which also he went and preached unto the spirits in prison 	in which also to the spirits in prison having gone he did preach 	in which he also went and preached to the spirits in prison 	0
1015	What disease did the Lord send upon Miriam?	04012010	And the cloud departed from off the tabernacle and behold Miriam became leprous white as snow and Aaron looked upon Miriam and behold she was leprous 	And the cloud removed from over the Tent and behold Miriam was leprous as white as snow and Aaron looked upon Miriam and behold she was leprous 	and the cloud hath turned aside from off the tent and lo Miriam is leprous as snow and Aaron turneth unto Miriam and lo leprous 	The cloud removed from over the Tent and behold Miriam was leprous as white as snow and Aaron looked at Miriam and behold she was leprous 	1
1016	What disease did the Lord send upon Miriam?	04012008	With him will I speak mouth to mouth even apparently and not in dark speeches and the similitude of the LORD shall he behold wherefore then were ye not afraid to speak against my servant Moses 	with him will I speak mouth to mouth even manifestly and not in dark speeches and the form of Jehovah shall he behold wherefore then were ye not afraid to speak against my servant against Moses 	mouth unto mouth I speak with him and by an appearance and not in riddles and the form of Jehovah he beholdeth attentively and wherefore have ye not been afraid to speak against My servant against Moses 	with him will I speak mouth to mouth even manifestly and not in dark speeches and the form of Yahweh shall he see why then were you not afraid to speak against my servant against Moses 	0
1017	What disease did the Lord send upon Miriam?	04012009	And the anger of the LORD was kindled against them and he departed 	And the anger of Jehovah was kindled against them and he departed 	And the anger of Jehovah burneth against them and He goeth on 	The anger of Yahweh was kindled against them and he departed 	0
1018	The name of the Lord is like what place of safety?	20018010	The name of the LORD is a strong tower the righteous runneth into it and is safe 	The name of Jehovah is a strong tower The righteous runneth into it and is safe 	A tower of strength is the name of Jehovah Into it the righteous runneth and is set on high 	The name of Yahweh is a strong tower The righteous run to him and are safe 	1
1019	The name of the Lord is like what place of safety?	20018008	The words of a talebearer are as wounds and they go down into the innermost parts of the belly 	The words of a whisperer are as dainty morsels And they go down into the innermost parts 	The words of a tale bearer are as self inflicted wounds And they have gone down to the inner parts of the heart 	The words of a gossip are like dainty morsels They go down into a person s innermost parts 	0
1020	The name of the Lord is like what place of safety?	20018009	He also that is slothful in his work is brother to him that is a great waster 	He also that is slack in his work Is brother to him that is a destroyer 	He also that is remiss in his work A brother he is to a destroyer 	One who is slack in his work Is brother to him who is a master of destruction 	0
1021	With what was Jesus' side pierced?	43019034	But one of the soldiers with a spear pierced his side and forthwith came there out blood and water 	howbeit one of the soldiers with a spear pierced his side and straightway there came out blood and water 	but one of the soldiers with a spear did pierce his side and immediately there came forth blood and water 	However one of the soldiers pierced his side with a spear and immediately blood and water came out 	1
1022	With what was Jesus' side pierced?	43019032	Then came the soldiers and brake the legs of the first and of the other which was crucified with him 	The soldiers therefore came and brake the legs of the first and of the other that was crucified with him 	The soldiers therefore came and of the first indeed they did break the legs and of the other who was crucified with him 	Therefore the soldiers came and broke the legs of the first and of the other who was crucified with him 	0
1023	With what was Jesus' side pierced?	43019033	But when they came to Jesus and saw that he was dead already they brake not his legs 	but when they came to Jesus and saw that he was dead already they brake not his legs 	and having come to Jesus when they saw him already having been dead they did not break his legs 	but when they came to Jesus and saw that he was already dead they didn t break his legs 	0
1024	What did Jesus say when the Pharisees asked why he ate with publicans and sinners?	40009012	But when Jesus heard that he said unto them They that be whole need not a physician but they that are sick 	But when he heard it he said They that are whole have no need of a physician but they that are sick 	And Jesus having heard said to them They who are whole have no need of a physician but they who are ill 	When Jesus heard it he said to them Those who are healthy have no need for a physician but those who are sick do 	1
1025	What did Jesus say when the Pharisees asked why he ate with publicans and sinners?	40009010	And it came to pass as Jesus sat at meat in the house behold many publicans and sinners came and sat down with him and his disciples 	And it came to pass as he sat at meat in the house behold many publicans and sinners came and sat down with Jesus and his disciples 	And it came to pass he reclining at meat in the house that lo many tax gatherers and sinners having come were lying at meat with Jesus and his disciples 	It happened as he sat in the house behold many tax collectors and sinners came and sat down with Jesus and his disciples 	0
1026	What did Jesus say when the Pharisees asked why he ate with publicans and sinners?	40009011	And when the Pharisees saw it they said unto his disciples Why eateth your Master with publicans and sinners 	And when the Pharisees saw it they said unto his disciples Why eateth your Teacher with the publicans and sinners 	and the Pharisees having seen said to his disciples Wherefore with the tax gatherers and sinners doth your teacher eat 	When the Pharisees saw it they said to his disciples Why does your teacher eat with tax collectors and sinners 	0
1027	How did Moses command the Red Sea to divide so the Israelites could cross over?	02014021	And Moses stretched out his hand over the sea and the LORD caused the sea to go back by a strong east wind all that night and made the sea dry land and the waters were divided 	And Moses stretched out his hand over the sea and Jehovah caused the sea to go back by a strong east wind all the night and made the sea dry land and the waters were divided 	And Moses stretcheth out his hand towards the sea and Jehovah causeth the sea to go on by a strong east wind all the night and maketh the sea become dry ground and the waters are cleaved 	Moses stretched out his hand over the sea and Yahweh caused the sea to go back by a strong east wind all the night and made the sea dry land and the waters were divided 	1
1028	How did Moses command the Red Sea to divide so the Israelites could cross over?	02014019	And the angel of God which went before the camp of Israel removed and went behind them and the pillar of the cloud went from before their face and stood behind them 	And the angel of God who went before the camp of Israel removed and went behind them and the pillar of cloud removed from before them and stood behind them 	And the messenger of God who is going before the camp of Israel journeyeth and goeth at their rear and the pillar of the cloud journeyeth from their front and standeth at their rear 	The angel of God who went before the camp of Israel moved and went behind them and the pillar of cloud moved from before them and stood behind them 	0
1029	How did Moses command the Red Sea to divide so the Israelites could cross over?	02014020	And it came between the camp of the Egyptians and the camp of Israel and it was a cloud and darkness to them but it gave light by night to these so that the one came not near the other all the night 	and it came between the camp of Egypt and the camp of Israel and there was the cloud and the darkness yet gave it light by night and the one came not near the other all the night 	and cometh in between the camp of the Egyptians and the camp of Israel and the cloud and the darkness are and he enlighteneth the night and the one hath not drawn near unto the other all the night 	It came between the camp of Egypt and the camp of Israel and there was the cloud and the darkness yet gave it light by night and the one didn t come near the other all the night 	0
1030	Where was Jonah when he prayed to God with the voice of thanksgiving?	32002009	But I will sacrifice unto thee with the voice of thanksgiving I will pay that that I have vowed Salvation is of the LORD 	But I will sacrifice unto thee with the voice of thanksgiving I will pay that which I have vowed Salvation is of Jehovah 	And I with a voice of thanksgiving I sacrifice to Thee That which I have vowed I complete Salvation is of Jehovah 	But I will sacrifice to you with the voice of thanksgiving I will pay that which I have vowed Salvation belongs to Yahweh 	1
1031	Where was Jonah when he prayed to God with the voice of thanksgiving?	32002007	When my soul fainted within me I remembered the LORD and my prayer came in unto thee into thine holy temple 	When my soul fainted within me I remembered Jehovah And my prayer came in unto thee into thy holy temple 	In the feebleness within me of my soul Jehovah I have remembered And come in unto Thee doth my prayer Unto Thy holy temple 	 When my soul fainted within me I remembered Yahweh My prayer came in to you into your holy temple 	0
1032	Where was Jonah when he prayed to God with the voice of thanksgiving?	32002008	They that observe lying vanities forsake their own mercy 	They that regard lying vanities Forsake their own mercy 	Those observing lying vanities their own mercy forsake 	Those who regard lying vanities forsake their own mercy 	0
1033	What was Noah's ark made out of?	01006014	Make thee an ark of gopher wood rooms shalt thou make in the ark and shalt pitch it within and without with pitch 	Make thee an ark of gopher wood rooms shalt thou make in the ark and shalt pitch it within and without with pitch 	 Make for thyself an ark of gopher wood rooms dost thou make with the ark and thou hast covered it within and without with cypress 	Make an ark of gopher wood You shall make rooms in the ark and shall seal it inside and outside with pitch 	1
1034	What was Noah's ark made out of?	01006012	And God looked upon the earth and behold it was corrupt for all flesh had corrupted his way upon the earth 	And God saw the earth and behold it was corrupt for all flesh had corrupted their way upon the earth 	And God seeth the earth and lo it hath been corrupted for all flesh hath corrupted its way on the earth 	God saw the earth and saw that it was corrupt for all flesh had corrupted their way on the earth 	0
1035	What was Noah's ark made out of?	01006013	And God said unto Noah The end of all flesh is come before me for the earth is filled with violence through them and behold I will destroy them with the earth 	And God said unto Noah The end of all flesh is come before me for the earth is filled with violence through them and behold I will destroy them with the earth 	And God said to Noah An end of all flesh hath come before Me for the earth hath been full of violence from their presence and lo I am destroying them with the earth 	God said to Noah The end of all flesh has come before me for the earth is filled with violence through them Behold I will destroy them with the earth 	0
1036	Who brought Elijah bread and meat to eat during the drought?	11017004	And it shall be that thou shalt drink of the brook and I have commanded the ravens to feed thee there 	And it shall be that thou shalt drink of the brook and I have commanded the ravens to feed thee there 	and it hath been from the brook thou dost drink and the ravens I have commanded to sustain thee there 	It shall be that you shall drink of the brook and I have commanded the ravens to feed you there 	1
1037	Who brought Elijah bread and meat to eat during the drought?	11017002	And the word of the LORD came unto him saying 	And the word of Jehovah came unto him saying 	And the word of Jehovah is unto him saying 	The word of Yahweh came to him saying 	0
1038	Who brought Elijah bread and meat to eat during the drought?	11017003	Get thee hence and turn thee eastward and hide thyself by the brook Cherith that is before Jordan 	Get thee hence and turn thee eastward and hide thyself by the brook Cherith that is before the Jordan 	 Go from this place and thou hast turned for thee eastward and been hidden by the brook Cherith that is on the front of the Jordan 	Get you hence and turn you eastward and hide yourself by the brook Cherith that is before the Jordan 	0
1039	Whose mother-in-law did Jesus heal?	40008014	And when Jesus was come into Peter s house he saw his wife s mother laid and sick of a fever 	And when Jesus was come into Peter s house he saw his wife s mother lying sick of a fever 	And Jesus having come into the house of Peter saw his mother in law laid and fevered 	When Jesus came into Peter s house he saw his wife s mother lying sick with a fever 	1
1040	Whose mother-in-law did Jesus heal?	40008012	But the children of the kingdom shall be cast out into outer darkness there shall be weeping and gnashing of teeth 	but the sons of the kingdom shall be cast forth into the outer darkness there shall be the weeping and the gnashing of teeth 	but the sons of the reign shall be cast forth to the outer darkness there shall be the weeping and the gnashing of the teeth 	but the children of the Kingdom will be thrown out into the outer darkness There will be weeping and the gnashing of teeth 	0
1041	Whose mother-in-law did Jesus heal?	40008013	And Jesus said unto the centurion Go thy way and as thou hast believed so be it done unto thee And his servant was healed in the selfsame hour 	And Jesus said unto the centurion Go thy way as thou hast believed so be it done unto thee And the servant was healed in that hour 	And Jesus said to the centurion Go and as thou didst believe let it be to thee and his young man was healed in that hour 	Jesus said to the centurion Go your way Let it be done for you as you have believed His servant was healed in that hour 	0
1042	Which bird does Jesus say we have more value than?	40010031	Fear ye not therefore ye are of more value than many sparrows 	Fear not therefore ye are of more value than many sparrows 	be not therefore afraid than many sparrows ye are better 	Therefore don t be afraid You are of more value than many sparrows 	1
1043	Which bird does Jesus say we have more value than?	40010029	Are not two sparrows sold for a farthing and one of them shall not fall on the ground without your Father 	Are not two sparrows sold for a penny and not one of them shall fall on the ground without your Father 	 Are not two sparrows sold for an assar and one of them shall not fall on the ground without your Father 	 Aren t two sparrows sold for an assarion An assarion is a small coin worth one tenth of a drachma or a sixteenth of a denarius approximately the wages of one half hour of agricultural labor Not one of them falls on the ground apart from your Father s will 	0
1044	Which bird does Jesus say we have more value than?	40010030	But the very hairs of your head are all numbered 	but the very hairs of your head are all numbered 	and of you even the hairs of the head are all numbered 	but the very hairs of your head are all numbered 	0
1045	In which city was David's throne over Israel?	10005005	In Hebron he reigned over Judah seven years and six months and in Jerusalem he reigned thirty and three years over all Israel and Judah 	In Hebron he reigned over Judah seven years and six months and in Jerusalem he reigned thirty and three years over all Israel and Judah 	in Hebron he reigned over Judah seven years and six months and in Jerusalem he reigned thirty and three years over all Israel and Judah 	In Hebron he reigned over Judah seven years and six months and in Jerusalem he reigned thirty three years over all Israel and Judah 	1
1046	In which city was David's throne over Israel?	10005003	So all the elders of Israel came to the king to Hebron and king David made a league with them in Hebron before the LORD and they anointed David king over Israel 	So all the elders of Israel came to the king to Hebron and king David made a covenant with them in Hebron before Jehovah and they anointed David king over Israel 	And all the elders of Israel come unto the king to Hebron and king David maketh with them a covenant in Hebron before Jehovah and they anoint David for king over Israel 	So all the elders of Israel came to the king to Hebron and king David made a covenant with them in Hebron before Yahweh and they anointed David king over Israel 	0
1047	In which city was David's throne over Israel?	10005004	David was thirty years old when he began to reign and he reigned forty years 	David was thirty years old when he began to reign and he reigned forty years 	A son of thirty years is David in his being king forty years he hath reigned 	David was thirty years old when he began to reign and he reigned forty years 	0
1048	How old was Moses when he died?	05034007	And Moses was an hundred and twenty years old when he died his eye was not dim nor his natural force abated 	And Moses was a hundred and twenty years old when he died his eye was not dim nor his natural force abated 	And Moses is a son of a hundred and twenty years when he dieth his eye hath not become dim nor hath his moisture fled 	Moses was one hundred twenty years old when he died his eye was not dim nor his natural force abated 	1
1049	How old was Moses when he died?	05034005	So Moses the servant of the LORD died there in the land of Moab according to the word of the LORD 	So Moses the servant of Jehovah died there in the land of Moab according to the word of Jehovah 	And Moses servant of the Lord dieth there in the land of Moab according to the command of Jehovah 	So Moses the servant of Yahweh died there in the land of Moab according to the word of Yahweh 	0
1050	How old was Moses when he died?	05034006	And he buried him in a valley in the land of Moab over against Bethpeor but no man knoweth of his sepulchre unto this day 	And he buried him in the valley in the land of Moab over against Beth peor but no man knoweth of his sepulchre unto this day 	and He burieth him in a valley in the land of Moab over against Beth Peor and no man hath known his burying place unto this day 	He buried him in the valley in the land of Moab over against Beth Peor but no man knows of his tomb to this day 	0
1051	What event did Peter James and John witness in a mountain with Jesus?	40017001	And after six days Jesus taketh Peter James and John his brother and bringeth them up into an high mountain apart 	And after six days Jesus taketh with him Peter and James and John his brother and bringeth them up into a high mountain apart 	And after six days Jesus taketh Peter and James and John his brother and doth bring them up to a high mount by themselves 	After six days Jesus took with him Peter James and John his brother and brought them up into a high mountain by themselves 	1
1052	What event did Peter James and John witness in a mountain with Jesus?	40017002	And was transfigured before them and his face did shine as the sun and his raiment was white as the light 	and he was transfigured before them and his face did shine as the sun and his garments became white as the light 	and he was transfigured before them and his face shone as the sun and his garments did become white as the light 	He was transfigured before them His face shone like the sun and his garments became as white as the light 	0
1053	What event did Peter James and John witness in a mountain with Jesus?	40017003	And behold there appeared unto them Moses and Elias talking with him 	And behold there appeared unto them Moses and Elijah talking with him 	and lo appear to them did Moses and Elijah talking together with him 	Behold Moses and Elijah appeared to them talking with him 	0
1054	Which apostle was a Pharisee?	44023006	But when Paul perceived that the one part were Sadducees and the other Pharisees he cried out in the council Men and brethren I am a Pharisee the son of a Pharisee of the hope and resurrection of the dead I am called in question 	But when Paul perceived that the one part were Sadducees and the other Pharisees he cried out in the council Brethren I am a Pharisee a son of Pharisees touching the hope and resurrection of the dead I am called in question 	and Paul having known that the one part are Sadducees and the other Pharisees cried out in the sanhedrim Men brethren I am a Pharisee son of a Pharisee concerning hope and rising again of dead men I am judged 	But when Paul perceived that the one part were Sadducees and the other Pharisees he cried out in the council Men and brothers I am a Pharisee a son of Pharisees Concerning the hope and resurrection of the dead I am being judged 	1
1055	Which apostle was a Pharisee?	44023004	And they that stood by said Revilest thou God s high priest 	And they that stood by said Revilest thou God s high priest 	And those who stood by said The chief priest of God dost thou revile 	Those who stood by said Do you malign God s high priest 	0
1056	Which apostle was a Pharisee?	44023005	Then said Paul I wist not brethren that he was the high priest for it is written Thou shalt not speak evil of the ruler of thy people 	And Paul said I knew not brethren that he was high priest for it is written Thou shalt not speak evil of a ruler of thy people 	and Paul said I did not know brethren that he is chief priest for it hath been written Of the ruler of thy people thou shalt not speak evil 	Paul said I didn t know brothers that he was high priest For it is written You shall not speak evil of a ruler of your people 	0
1057	The desolation of which city is described in Revelation chapter 18?	66018002	And he cried mightily with a strong voice saying Babylon the great is fallen is fallen and is become the habitation of devils and the hold of every foul spirit and a cage of every unclean and hateful bird 	And he cried with a mighty voice saying Fallen fallen is Babylon the great and is become a habitation of demons and a hold of every unclean spirit and a hold of every unclean and hateful bird 	and he did cry in might a great voice saying Fall fall did Babylon the great and she became a habitation of demons and a hold of every unclean spirit and a hold of every unclean and hateful bird 	He cried with a mighty voice saying Fallen fallen is Babylon the great and she has become a habitation of demons a prison of every unclean spirit and a prison of every unclean and hateful bird 	1
1058	The desolation of which city is described in Revelation chapter 18?	66018003	For all nations have drunk of the wine of the wrath of her fornication and the kings of the earth have committed fornication with her and the merchants of the earth are waxed rich through the abundance of her delicacies 	For by the wine of the wrath of her fornication all the nations are fallen and the kings of the earth committed fornication with her and the merchants of the earth waxed rich by the power of her wantonness 	because of the wine of the wrath of her whoredom have all the nations drunk and the kings of the earth with her did commit whoredom and merchants of the earth from the power of her revel were made rich 	For all the nations have drunk of the wine of the wrath of her sexual immorality the kings of the earth committed sexual immorality with her and the merchants of the earth grew rich from the abundance of her luxury 	0
1059	The desolation of which city is described in Revelation chapter 18?	66018004	And I heard another voice from heaven saying Come out of her my people that ye be not partakers of her sins and that ye receive not of her plagues 	And I heard another voice from heaven saying Come forth my people out of her that ye have no fellowship with her sins and that ye receive not of her plagues 	And I heard another voice out of the heaven saying Come forth out of her My people that ye may not partake with her sins and that ye may not receive of her plagues 	I heard another voice from heaven saying Come out of her my people that you have no participation in her sins and that you don t receive of her plagues 	0
1060	Which king built the first temple in Jerusalem?	14003001	Then Solomon began to build the house of the LORD at Jerusalem in mount Moriah where the Lord appeared unto David his father in the place that David had prepared in the threshingfloor of Ornan the Jebusite 	Then Solomon began to build the house of Jehovah at Jerusalem on mount Moriah where Jehovah appeared unto David his father which he made ready in the place that David had appointed in the threshing floor of Ornan the Jebusite 	And Solomon beginneth to build the house of Jehovah in Jerusalem in the mount of Moriah where He appeared to David his father in the place that David had prepared in the threshing floor of Ornan the Jebusite 	Then Solomon began to build the house of Yahweh at Jerusalem on Mount Moriah where Yahweh appeared to David his father which he made ready in the place that David had appointed in the threshing floor of Ornan the Jebusite 	1
1061	Which king built the first temple in Jerusalem?	14003002	And he began to build in the second day of the second month in the fourth year of his reign 	And he began to build in the second day of the second month in the fourth year of his reign 	and he beginneth to build in the second day in the second month in the fourth year of his reign 	He began to build in the second day of the second month in the fourth year of his reign 	0
1062	Which king built the first temple in Jerusalem?	14003003	Now these are the things wherein Solomon was instructed for the building of the house of God The length by cubits after the first measure was threescore cubits and the breadth twenty cubits 	Now these are the foundations which Solomon laid for the building of the house of God The length by cubits after the first measure was threescore cubits and the breadth twenty cubits 	And in these hath Solomon been instructed to build the house of God The length in cubits by the former measure is sixty cubits and the breadth twenty cubits 	Now these are the foundations which Solomon laid for the building of the house of God The length by cubits after the first measure was sixty cubits and the breadth twenty cubits 	0
1063	"Why did Jesus say we should not ""judge people""?"	40007001	Judge not that ye be not judged 	Judge not that ye be not judged 	 Judge not that ye may not be judged 	 Don t judge so that you won t be judged 	1
1064	"Why did Jesus say we should not ""judge people""?"	40007002	For with what judgment ye judge ye shall be judged and with what measure ye mete it shall be measured to you again 	For with what judgment ye judge ye shall be judged and with what measure ye mete it shall be measured unto you 	for in what judgment ye judge ye shall be judged and in what measure ye measure it shall be measured to you 	For with whatever judgment you judge you will be judged and with whatever measure you measure it will be measured to you 	0
1065	"Why did Jesus say we should not ""judge people""?"	40007003	And why beholdest thou the mote that is in thy brother s eye but considerest not the beam that is in thine own eye 	And why beholdest thou the mote that is in thy brother s eye but considerest not the beam that is in thine own eye 	 And why dost thou behold the mote that is in thy brother s eye and the beam that is in thine own eye dost not consider 	Why do you see the speck that is in your brother s eye but don t consider the beam that is in your own eye 	0
1066	What happened to the prison keeper and his family after finding Paul and Silas released from their chains?	44016033	And he took them the same hour of the night and washed their stripes and was baptized he and all his straightway 	And he took them the same hour of the night and washed their stripes and was baptized he and all his immediately 	and having taken them in that hour of the night he did bathe them from the blows and was baptized himself and all his presently 	He took them the same hour of the night and washed their stripes and was immediately baptized he and all his household 	1
1067	What happened to the prison keeper and his family after finding Paul and Silas released from their chains?	44016031	And they said Believe on the Lord Jesus Christ and thou shalt be saved and thy house 	And they said Believe on the Lord Jesus and thou shalt be saved thou and thy house 	and they said Believe on the Lord Jesus Christ and thou shalt be saved thou and thy house 	They said Believe in the Lord Jesus Christ and you will be saved you and your household 	0
1068	What happened to the prison keeper and his family after finding Paul and Silas released from their chains?	44016032	And they spake unto him the word of the Lord and to all that were in his house 	And they spake the word of the Lord unto him with all that were in his house 	and they spake to him the word of the Lord and to all those in his household 	They spoke the word of the Lord to him and to all who were in his house 	0
1069	"How is man ""tempted""?"	59001014	But every man is tempted when he is drawn away of his own lust and enticed 	but each man is tempted when he is drawn away by his own lust and enticed 	and each one is tempted by his own desires being led away and enticed 	But each one is tempted when he is drawn away by his own lust and enticed 	1
1070	"How is man ""tempted""?"	59001012	Blessed is the man that endureth temptation for when he is tried he shall receive the crown of life which the Lord hath promised to them that love him 	Blessed is the man that endureth temptation for when he hath been approved he shall receive the crown of life which the Lord promised to them that love him 	Happy the man who doth endure temptation because becoming approved he shall receive the crown of the life which the Lord did promise to those loving Him 	Blessed is the man who endures temptation for when he has been approved he will receive the crown of life which the Lord promised to those who love him 	0
1071	"How is man ""tempted""?"	59001013	Let no man say when he is tempted I am tempted of God for God cannot be tempted with evil neither tempteth he any man 	Let no man say when he is tempted I am tempted of God for God cannot be tempted with evil and he himself tempteth no man 	Let no one say being tempted From God I am tempted for God is not tempted of evil and Himself doth tempt no one 	Let no man say when he is tempted I am tempted by God for God can t be tempted by evil and he himself tempts no one 	0
1072	What natural disaster happened when Abram and Sarai arrived in the land of Canaan?	01012010	And there was a famine in the land and Abram went down into Egypt to sojourn there for the famine was grievous in the land 	And there was a famine in the land and Abram went down into Egypt to sojourn there for the famine was sore in the land 	And there is a famine in the land and Abram goeth down towards Egypt to sojourn there for the famine is grievous in the land 	There was a famine in the land Abram went down into Egypt to live as a foreigner there for the famine was sore in the land 	1
1073	What natural disaster happened when Abram and Sarai arrived in the land of Canaan?	01012008	And he removed from thence unto a mountain on the east of Bethel and pitched his tent having Bethel on the west and Hai on the east and there he builded an altar unto the LORD and called upon the name of the LORD 	And he removed from thence unto the mountain on the east of Beth el and pitched his tent having Beth el on the west and Ai on the east and there he builded an altar unto Jehovah and called upon the name of Jehovah 	And he removeth from thence towards a mountain at the east of Beth El and stretcheth out the tent Beth El at the west and Hai at the east and he buildeth there an altar to Jehovah and preacheth in the name of Jehovah 	He left from there to the mountain on the east of Bethel and pitched his tent having Bethel on the west and Ai on the east There he built an altar to Yahweh and called on the name of Yahweh 	0
1074	What natural disaster happened when Abram and Sarai arrived in the land of Canaan?	01012009	And Abram journeyed going on still toward the south 	And Abram journeyed going on still toward the South 	And Abram journeyeth going on and journeying towards the south 	Abram traveled going on still toward the South 	0
1075	What did the shepherds do after they had visited Jesus?	42002017	And when they had seen it they made known abroad the saying which was told them concerning this child 	And when they saw it they made known concerning the saying which was spoken to them about this child 	and having seen they made known abroad concerning the saying spoken to them concerning the child 	When they saw it they publicized widely the saying which was spoken to them about this child 	1
